,pdb1,pdb2,rmsd_h12,rmsd_l12,engineered_1,engineered_2
744,2a9m,7mf8,6.047733869883619,8.57742683688305,True,True
745,5itb,6nuz,11.296850881716992,7.133568916477187,True,True
746,4fqq,4xbp,7.081543531537633,7.989238548452768,True,True
747,4npy,5gks,12.577876860906414,6.836003253315728,True,True
748,5v7r,6dc4,7.039895882270073,1.9848340993926983,True,True
749,4qhn,4ygv,5.688803464989914,16.100462567746057,True,True
750,5tpp,6u85,8.747974263275898,11.863182766563392,True,True
751,4gsd,5i8k,9.327159288369906,8.260297386322558,True,True
752,4xcc,5odb,4.344582541618642,8.659234624834747,True,True
753,6n7u,6rco,20.2594771418835,4.231937197946697,True,True
754,4ocs,7mf8,6.670013169671687,5.58436584318497,True,True
755,5grv,6obz,9.611483813321957,6.798052480561568,True,True
756,5i1j,6wj0,11.713656976607476,4.400176840874161,True,True
757,4qf1,4wuk,6.492474685284687,1.4431103805922791,True,True
758,4m5y,6mty,5.727684192667879,7.240654277599308,True,True
759,6l8t,6oed,7.556682162993227,10.83141758843105,True,True
760,2hff,5tpl,7.588164226486206,5.346013018269368,True,True
761,4d9l,5tjd,7.862505465021949,6.6276384107064885,True,True
762,3qeh,5adp,11.791589958525526,10.960763131412627,False,True
763,5i8k,6nuz,7.726260010509613,5.9326195374616075,True,True
764,6ell,6srv,4.6749153986328995,5.369651217111366,True,False
765,2fgw,4osu,10.295158809939505,4.776589502759622,True,True
766,3hc0,3u7w,8.789171638211277,8.121387634575152,True,True
767,3tcl,5i1h,11.563213238136925,2.232922857893049,True,True
768,3qot,4yhl,4.131870107582945,3.4992908932493725,True,True
769,1igm,5uix,8.883745141232666,6.007444730773074,True,True
770,4xce,7kba,4.815952495353334,4.063797398661941,True,True
771,1fgv,4nug,12.169539249572065,11.064221451393527,True,True
772,5bq7,5dr5,4.381536411822341,18.27663831173608,True,True
773,4jam,5itb,6.202813554838945,13.739663285879626,True,True
774,3f12,5vvf,14.902491533507074,2.591239251498407,True,True
775,1opg,6mtx,6.18238338004143,7.2161379804816725,False,True
776,3oaz,4nwt,5.49558665260134,13.133186620935245,True,True
777,5mp6,5od0,7.450904740050868,9.437752714636842,True,True
778,3hc0,6wyt,4.300278481625493,5.033848697884012,True,True
779,5waw,6rlm,6.251589563488033,3.325653807596435,True,True
780,1dfb,5od8,2.461132978347447,2.8867408116588336,True,True
781,1wt5,6xul,5.2808670811625475,9.35558669282278,True,True
782,6anp,6pzh,13.431386363605117,5.239742403079149,True,True
783,3u4b,5tfs,13.175010080641304,7.227099083949707,True,True
784,6dc4,6z3k,6.3180562644643725,3.8440531705315175,True,True
785,3f12,3naa,8.079611565346134,2.7179435694804197,True,True
786,6ca9,6u85,11.620022119707862,10.345800732980571,True,True
787,3dgg,6bla,5.599029282496208,11.985135802481318,True,True
788,1hzh,5f89,4.200954016463106,11.235249201330417,True,True
789,1u6a,1za6,9.06619482869605,11.381719362767965,True,True
790,4lri,6w4w,9.032099386960791,5.826866963682426,True,True
791,4gw4,4kq3,8.580683304758573,16.402250193420844,True,True
792,3inu,6e65,6.621643533590245,9.814488241330844,True,True
793,5tjd,6mef,10.323817274874639,3.6828837925929427,True,True
794,4wuk,5wkz,5.58083910686545,5.073510931414243,True,True
795,4nwt,7mf7,6.158727372725838,14.98112142904249,True,True
796,4x0k,6e65,5.44758377129829,7.814024281914544,True,True
797,4toy,5uy3,14.693184671174931,7.477234577522897,True,True
798,3qnx,6wiy,12.062248297244382,8.762776074844703,False,True
799,4hk0,6j9o,8.694756074964094,6.560752831888538,True,True
800,4kmt,6w4w,2.410572188582451,8.189018338724107,True,True
801,5uel,6wyr,10.269990510128284,8.557723563486334,True,True
802,3m8o,6meg,4.471448540549388,8.81161530900059,False,True
803,1wt5,4hie,3.7331556913709916,12.997914053663564,True,True
804,6ca9,6dwc,13.515229835263623,12.001478890707135,True,True
805,5jxa,6amm,14.659677504339923,7.226322609680736,True,True
806,5i1i,6ca9,17.512809597548877,11.987171794841183,True,True
807,3dgg,5itb,11.82254194523644,8.907464943243312,True,True
808,5drw,7km6,7.753991285742782,3.5527649581331735,True,False
809,1rhh,4nwu,4.7093516713091725,11.290722883511771,True,True
810,6lun,6med,10.456954175332319,9.368345426886943,True,True
811,3hc4,5it2,7.799587328827084,1.903135340836819,True,True
812,4xml,6med,3.6481991022219615,10.833428814072255,True,True
813,5jr1,6l8t,14.629471071372505,13.632283929034857,True,True
814,1ad0,3f12,9.394865099317553,5.892559543164847,True,True
815,5n4g,5n4j,3.9811116537972153,9.644080375978394,True,True
816,3f12,4m5y,10.393609251903305,5.938045273175379,True,True
817,6amm,6lun,6.404288991017562,9.09789852006835,True,True
818,3lmj,6mef,4.961097339944687,6.172069471364944,True,True
819,6yxl,7jxc,10.054235445354609,5.306074363621145,False,True
820,3qhz,5vz1,12.418202523161314,18.836156662172534,True,True
821,1fh5,3qnx,15.283053382852689,11.534812819446227,False,False
822,2fjf,5ubz,13.123049631873874,6.158224149507927,True,True
823,5w6c,7bm5,20.147413954711407,18.96787608282014,True,True
824,3dif,6ca9,11.932750568616296,3.6292606822430904,True,True
825,4rir,5cex,6.784116545629763,7.953238748832758,True,True
826,3l7f,4llv,7.003447741893809,5.880135361793449,True,True
827,5jr1,5wl2,10.110618837699798,4.523897013622981,True,True
828,1ad9,4llv,6.934500688924005,9.515000953626362,True,True
829,1jv5,6l8t,7.722035042352016,11.127534012907875,True,True
830,6q1a,6q1g,9.271971477421886,6.433034458165373,True,True
831,5iie,6tul,11.048270421060257,3.8530684291140287,True,False
832,6o3d,6u85,7.296123422214532,9.810177292266122,True,True
833,3qhf,6wj0,7.604758674158405,4.63215696461835,True,True
834,5aze,5i1d,6.276014920413272,19.22951353029396,True,True
835,3oaz,6wrp,3.7734514104298467,11.60663485709384,True,True
836,4yhn,6wrp,7.226906680992999,1.4824728710056028,True,True
837,4r7d,5v7r,2.0853085135489393,3.1922670761685823,True,True
838,4gw4,5y2k,7.710541308210792,14.599114525494201,True,True
839,5i1d,7fab,3.0401632405673342,16.75496903471753,True,True
840,5drw,6tke,7.0016175586431455,11.927242900357069,True,False
841,3g6a,5u15,5.062196316122948,4.957213304588191,True,True
842,5jo5,6yxl,6.402942705738413,7.870129408872977,True,False
843,5k9j,5y2k,6.832103567727604,8.859339152058823,True,True
844,5n4g,5uby,8.117887993114342,12.745204237854278,True,True
845,3uls,4hqq,7.133568381361639,10.021451332423378,True,True
846,3eyq,5wkz,4.010003604268953,5.7320904719969175,True,True
847,5ifa,7lsi,3.9875501135663645,5.561994446457541,True,True
848,1rzf,7fab,5.754246521252261,12.865353293379854,True,True
849,3n9g,4nzu,5.4526413198817005,7.0504049202059225,True,False
850,1rz7,3x3g,6.770676953322319,4.391447923740263,True,True
851,5i1c,6mtx,4.763603772191543,5.487409902594209,True,True
852,5zmj,6lun,11.905699626386934,9.410264437972586,True,True
853,4jdv,6phh,4.310020346892228,13.175854553200617,True,True
854,4x0k,6rco,6.96864321667066,9.109595651563472,True,True
855,3w9d,6b0w,4.560085940973317,8.018019280652666,True,True
856,5bk5,6wor,13.148949132202542,11.66163509265727,True,True
857,6wiy,7lyv,9.552927807091395,17.37888295305468,True,True
858,4fql,6nuz,8.635271510641688,8.783241363244434,True,True
859,4eow,6ca9,6.702047735405668,5.496283546626205,False,True
860,5i1h,5k9j,10.834643780917535,0.8221597655966592,True,True
861,4toy,7jxc,15.00812306094603,5.0270966871077185,True,True
862,4zyk,5fhb,4.620242009945881,7.423530006152805,True,True
863,5ud9,6o3k,5.754245418126624,15.783152862917685,True,True
864,6dcv,7mf7,9.661596618507213,15.101460944762303,True,True
865,5ibu,6q1k,5.790893477316346,10.028249892101687,True,True
866,4jdv,7lyv,6.5523836460720535,11.117977078172926,True,True
867,4p9m,6v4q,8.59503109769316,8.384951295009227,True,True
868,5cck,6srx,7.3747314238702115,5.2966502994374896,True,False
869,3qhz,6wyt,13.22653110229587,8.576063753539088,True,True
870,4r26,5xrq,7.352045912639726,12.797665425134634,True,True
871,3qo1,6mee,11.863003809111754,11.581954669963622,False,True
872,5i16,5i18,1.7740824474283705,13.06845606142704,True,True
873,4gw4,5i16,7.1101890674031125,16.817910187810952,True,True
874,5ibt,6phg,2.3681780750229766,17.05164965505351,True,True
875,4xbp,4xce,3.825203413198277,0.3458694515228252,True,True
876,5zmj,7mf7,6.654528753389491,5.9723813023187,True,True
877,4hie,5i1j,5.038091185455931,3.704418511627111,True,True
878,5jo5,6wos,15.347590532596639,7.8268785190538095,True,True
879,1om3,6oed,5.688779775314847,4.991148740351434,True,True
880,4ut7,6w73,8.418134779395166,13.365330268320214,True,True
881,1rhh,4f57,6.0801386044414105,6.063938565425246,True,False
882,4lkc,5jqd,9.55023130446326,3.842237591572566,True,True
883,3u46,7jxc,15.479915604077917,4.98821874898629,True,True
884,3rpi,5it2,5.514551905172691,16.15872766567869,True,True
885,6mtr,6xoc,6.96334599887152,8.220815519111135,True,True
886,3qeh,6al4,4.692731663833976,3.020530537171108,False,True
887,5uel,6ele,6.2108019246209265,4.474157147696776,True,True
888,4fnl,4zd3,14.465109760752767,3.5322570326122302,True,True
889,1rzf,5uy3,14.60614690271702,7.114184921255295,True,True
890,5vvf,6dzn,10.256414532501111,1.6989726795271782,True,True
891,5cip,5jw5,8.899461612490246,12.236796369879979,True,True
892,4p9m,5od0,11.913859608928165,5.044326336462069,True,True
893,5i1e,7kgu,3.1038364617437564,0.8561330246984847,True,True
894,3tnn,6ss5,2.5415188358861442,5.985186420586668,True,False
895,6q1e,7kgu,11.785842523314784,8.002159473753272,True,True
896,5i1g,6wyr,3.4472810419272824,7.074220632767721,True,True
897,3eyo,3hc0,4.268635613401547,1.8473042522454557,True,True
898,4rir,5uxq,12.416234647126318,10.679680380377153,True,True
899,4f57,6w73,2.839423767517446,7.650175269703101,False,True
900,4fql,4odh,5.651580859453176,5.847289796771308,True,True
901,3tnm,7km6,10.227339566542954,13.58585050465076,True,False
902,6q19,6wyr,10.905929302233373,7.384833132481563,True,True
903,6mtx,6ss0,4.271646734025708,4.330658910899774,True,False
904,1jpt,4kq3,3.8309052085371254,1.729422543786451,True,True
905,3u7w,6qbc,6.501973858952372,10.170101070778845,True,True
906,5grv,6xul,6.655459240000836,5.49575514896502,True,True
907,2hff,5tjd,5.914833049207729,4.388655882897156,True,True
908,1opg,6z3k,6.865057441265513,1.5257982009907092,False,True
909,4fqq,5bzd,7.538752357610309,7.646396693783441,True,True
910,5i1g,6tke,3.2970341341926157,0.8900284052166028,True,False
911,3u7w,5fuz,4.892393150819699,12.095812012162742,True,True
912,3u1s,6b0w,12.65089624418958,13.24897389819822,True,True
913,1igm,6w73,3.6937489424702377,6.263439230455658,True,True
914,6pzh,7lsb,10.504478769493991,7.849541556779954,True,True
915,3hc3,4jy5,13.736142448846401,14.952494042530036,True,True
916,3hi5,5od0,2.5124802500389802,5.720325967566751,True,True
917,6hkg,7fab,6.421083360573783,11.31912906247874,True,True
918,4gxv,5i1g,7.787416733102191,5.9967238970417585,True,True
919,3qnx,6srv,6.021133273598708,9.055806791003796,False,False
920,5bq7,5jr1,11.810074155673199,17.005483273575308,True,True
921,5esa,5f89,7.38083945196107,13.789887163545453,True,True
922,5jr1,6amm,14.059345062759858,6.520118027862609,True,True
923,5i8k,6bla,9.339169445807267,5.905635971159074,True,True
924,5f6h,6meg,1.9903225032622696,3.611121949852818,True,True
925,5fhb,5wcc,9.15934301427373,9.17016929005833,True,True
926,5u15,6apc,5.237297271956572,6.429368038251689,True,True
927,3gje,6v4q,5.803843099754033,10.278689015533331,True,True
928,5i1e,6u9u,4.788992403646878,0.7414443502372138,True,True
929,4gw4,4npy,9.257554769619244,17.91439122521539,True,True
930,1rzg,5esa,4.628921162950661,4.5084707990046935,True,True
931,3n9g,6hkg,3.4704015282929617,5.610598209300352,True,True
932,3tnn,6wj0,9.790370049345684,5.215357143799533,True,True
933,1rz8,2fgw,10.208975782292635,3.0524677008028847,True,True
934,4qhn,5y2k,9.515386491263769,3.517336822824239,True,True
935,5bk5,5tgb,8.066654452900533,15.243424626351123,True,True
936,3eyq,5ty6,9.655902906383224,0.9653243476015921,True,True
937,5i1e,6q1e,10.735910120398794,7.992561438143097,True,True
938,1za6,3dif,5.106768400475368,12.963659149870665,True,True
939,3inu,4yhn,6.709997314816434,3.4846667986404394,True,True
940,1ad0,3qhf,5.457215380304432,6.646853540850111,True,True
941,5it2,6peh,7.718637144923966,5.077830367512043,True,True
942,6nis,6p9i,6.8630235171442475,4.150570339765644,True,True
943,6dzr,7kba,8.61042977885323,11.590447000257752,True,True
944,5uy3,6azx,15.08020821101287,2.1474562895629843,True,True
945,1om3,4gsd,4.2804677661296555,9.109592812539725,True,True
946,5c2b,5i1c,7.627331626731634,5.74939991708823,True,True
947,5chn,6tkb,6.830947857567974,10.33256616624575,False,False
948,5f89,6nis,7.253847039674879,8.145768381303787,True,True
949,3oaz,5nyx,3.609770541097453,3.288683671480929,True,True
950,3u46,6mtr,6.480468401521992,3.635892696479253,True,True
951,2d7t,3ncj,5.019186016824279,5.25552237819961,True,True
952,4od3,5uy3,8.691306719935731,9.00088778210215,True,True
953,6ell,6oc7,9.309989909198345,7.263287922033705,True,True
954,1dfb,1fh5,20.297399771891964,3.017695893000445,True,False
955,1dfb,6vi2,5.282423593715057,6.250072827965517,True,True
956,5wkz,6gfe,6.6121573635236475,6.68303076798213,True,True
957,1dn0,4jy5,11.043124584370924,15.953614708448521,False,True
958,4fql,5i1g,8.9656891553996,3.476179850930467,True,True
959,5drx,6phh,3.289472398745637,4.559142950883093,True,True
960,2fjf,6dwc,5.333208397991424,13.1427055339701,True,True
961,4o5l,6nuz,11.263150387019833,10.089545144825689,True,True
962,5k9j,5u15,6.499038578236496,5.208656609626526,True,True
963,6med,6n7u,20.310152748994774,4.457492213448965,True,True
964,1qlr,2fb4,6.876029681414087,3.814628293205914,False,True
965,5f7e,7fab,3.843015777182274,8.060496906294944,True,True
966,4r26,5drx,7.241934495310973,17.01029484635888,True,True
967,6mtx,7jxc,9.2754185173433,4.272865134860422,True,True
968,5ezi,6q1j,10.995389836483744,5.170709459410969,True,True
969,1wt5,3dif,3.4848074283236943,11.986104560245224,True,True
970,3qhf,5cgy,5.0914891455005575,4.178447384847446,True,False
971,5tjd,6q1g,12.546309802026949,7.512442712558126,True,True
972,3uls,6azx,6.635021459319103,13.181434017619557,True,True
973,2xza,3l7f,4.154106942796189,3.639001521098992,True,True
974,5i1d,5v7u,6.192492777296959,3.552609500998528,True,True
975,2fgw,3qct,7.208206721551831,11.35829058205379,True,True
976,1rzi,7mfa,12.722563080139356,5.571013718135708,True,True
977,1aqk,5i1k,7.875190659894368,3.55874262320226,False,True
978,4wuk,5ihz,11.065250982100451,11.601942663762205,True,True
979,3eyo,4r4b,2.8143454448953356,12.469003378494737,True,True
980,1dfb,5f6i,10.150859531032335,8.949855271361118,True,True
981,5fhb,5i1l,6.97405267004281,16.357924438507197,True,True
982,2hff,6dc4,6.058763990596597,5.822247929257943,True,True
983,4yhl,7lsb,6.888785256101942,14.57332646355846,True,True
984,4f57,6u9u,4.830620764731615,7.4761869681028745,False,True
985,5grv,6srx,5.1820118276622305,6.485777971310835,True,False
986,1rz7,5tqa,7.412191972942282,6.693505954608564,True,True
987,1fgv,6phh,5.222668135270695,9.4664621189749,True,True
988,5tjd,6srv,6.942837614450233,4.446905735493554,True,False
989,4kmt,6hkg,4.004268108648258,2.300620502607361,True,True
990,1om3,6eyn,5.825809191380627,11.985377222445997,True,True
991,4yhy,6hkg,2.102283957831451,10.70061770861237,True,True
992,4oaw,5ezi,10.393036656218431,4.093884434653822,True,True
993,6yxl,7km6,4.757301799356044,11.460732105582156,False,False
994,4jam,5wl2,9.499357502944607,12.455961553316174,True,True
995,5k9j,5v7r,9.912761070017273,0.8848573179949337,True,True
996,4py7,6q1g,7.651734893146783,9.023928913447714,True,True
997,5chn,5wl2,2.0937198866771043,11.36852818226639,False,True
998,4qhn,6w5d,5.4151536598841075,12.650275108671726,True,True
999,2vxv,5tgb,1.674780477685807,8.39385677699021,True,True
1000,5szf,6b0w,5.953290352034327,7.075726503675782,True,True
1001,1rhh,3eyq,10.540277056590472,4.128440108211836,True,True
1002,4r26,6o3d,8.819481498719185,13.00569595030377,True,True
1003,1rzi,5uxq,18.40426549149001,13.345195945850955,True,True
1004,6dzr,7mf7,10.916958433799797,13.82343550785898,True,True
1005,5tqa,6pzg,5.910431514161529,5.6239701932213855,True,True
1006,1rzf,3kym,4.591549005033595,5.928805974564416,True,True
1007,1jv5,6phh,6.670663385301345,9.453266825522451,True,True
1008,4o5l,6mfj,7.508479841569131,5.529199708431383,True,True
1009,5bk5,6al4,7.88617882159985,3.7733552878738514,True,True
1010,3f12,4fq2,14.812377702554206,13.698702039471026,True,True
1011,4ut7,6wiy,9.359090980665536,12.082558384355575,True,True
1012,1aqk,5n4j,8.89604887277914,1.8913803205526858,False,True
1013,4r7d,6e65,3.854986149506977,7.336906859453842,True,True
1014,1rz7,3hc4,4.083679108180974,4.331111558881166,True,True
1015,4gsd,4ky1,3.571305660552419,11.082886256899357,True,True
1016,5odb,6wyt,6.70994182805913,3.5570925333340906,True,True
1017,5fhb,5uel,6.31125126881548,9.547764589680542,True,True
1018,1wt5,4ky1,4.9816027998103305,12.027918435246024,True,True
1019,5i1a,6gfe,7.638425360778719,3.2392684237668425,True,True
1020,5odb,6obz,4.813019604660234,8.01441852363895,True,True
1021,3qnx,6amj,4.949173403995106,11.58539429899969,False,True
1022,6l8t,6mef,12.55859687499961,11.347946933085892,True,True
1023,6rcq,7dun,6.03918276885416,6.049694796001553,True,True
1024,4yhy,6wj0,8.826978852589514,12.277328635777378,True,True
1025,5u4r,6wor,20.11354312863599,2.198352411906076,True,True
1026,5it2,7lyw,4.4026927129882685,4.247612751475853,True,True
1027,4od1,5grv,15.459970993666191,7.5194281545596064,True,True
1028,6b6z,6eyn,2.772603351672057,20.99717889268154,True,True
1029,4llv,6hkg,5.53702862871019,5.255281416574763,True,True
1030,3u1s,5i18,16.127211330930713,5.852705331816439,True,True
1031,3n9g,6elj,4.420564900888658,6.558452559433859,True,True
1032,1rzf,3naa,4.141266341840681,5.900608885878881,True,True
1033,5i1j,6mty,6.806120364353139,6.810954575136753,True,True
1034,2ig2,5weq,4.288669665525663,7.2339111027455845,True,True
1035,4hk3,7ke1,4.332842899054918,5.503872206299364,True,True
1036,5wcd,6dcv,3.875112019550209,12.877324288566005,True,True
1037,5tqa,6z3k,7.512389766246158,4.694659466717631,True,True
1038,5i1e,5tpl,8.68898745134826,5.103445673236036,True,True
1039,1rzg,5bzd,6.61125634423736,4.3981460533070305,True,True
1040,4yhn,5ihz,6.046181080985129,7.05669965362631,True,True
1041,3u4b,5u15,5.772318142504036,5.6406057429010685,True,True
1042,5jo5,6o3d,4.684972756224149,7.698889972229041,True,True
1043,4ky1,5drx,6.475183545902386,11.869377292845453,True,True
1044,4nwu,5ihz,11.904413982453105,8.736553717212946,True,True
1045,5wl2,6gfe,6.649964351701914,6.656895376514483,True,True
1046,6mts,7lyv,8.412822883383882,17.189707581648523,True,True
1047,3zl4,5f6i,5.841665487175939,8.407471183587855,True,True
1048,4o5l,5i1a,10.14890094688521,5.468033066278058,True,True
1049,4fnl,5ur8,14.119918402849395,1.8939281868233238,True,True
1050,6srx,7lud,2.584105492484597,11.172197236670778,False,True
1051,3inu,7dun,3.558341082550354,12.876121945418346,True,True
1052,4r26,5jqd,11.650923716062174,12.979118914903406,True,True
1053,3tnn,4nrz,9.757449327709189,6.0306778600640785,True,True
1054,5grv,5jxa,13.948875262677992,11.480632623407995,True,True
1055,5fuz,5ifh,7.444811663375038,7.700790861081924,True,True
1056,4kq3,5vvf,13.51349123330089,3.701058228474677,True,True
1057,1ad0,6pzg,4.077946446043263,4.200403760910091,True,True
1058,4nm4,5u15,5.931261854571926,13.272203034706223,False,True
1059,1fgv,7lsb,8.743220504205315,8.634078680439728,True,True
1060,4eow,5vz1,8.927770928400886,19.405067395528416,False,True
1061,4qf1,6dc4,5.052961741719528,7.750724312299302,True,True
1062,4p9m,5nyx,9.52874131944049,4.613986186839144,True,True
1063,6pzh,7mf7,8.558366931328079,5.528189014058664,True,True
1064,6u85,7mfa,10.661555360045385,15.47590144567172,True,True
1065,3u46,7km6,12.1482492549724,11.579508486986198,True,False
1066,5wcc,6p9i,9.855127403175086,6.5066246283479465,True,True
1067,5bq7,5ik3,7.595329375366976,21.140721203916296,True,True
1068,4kq3,6al4,7.976829054067318,10.307467393615413,True,True
1069,5grv,5i1i,9.184356179803787,11.084951527071338,True,True
1070,2hff,4x0k,5.285487251737653,13.101838263511336,True,True
1071,3qot,4jpi,4.2601259769922,16.484241329082902,True,True
1072,5fuz,7kgu,5.688476092408779,4.797166024373129,True,True
1073,4nzu,7kba,4.519382303617387,2.4584436637523575,False,True
1074,3u6r,5cd3,7.7003137618703565,9.264517267900679,True,True
1075,5tgb,6tcq,2.2333691190822695,13.929567820752169,True,True
1076,2a9m,6mty,7.532988907133741,4.599830659182372,True,True
1077,1ad0,5n4g,7.938336939143803,13.07047645485879,True,True
1078,4ygv,5gs1,5.3350610553998115,9.321837093115567,True,True
1079,6peh,6q1e,10.618811524983622,6.99872819555597,True,True
1080,3uls,4fnl,12.152094847378681,7.347561372907436,True,True
1081,5uel,6pzh,6.21818237045099,5.7668733451319785,True,True
1082,2d7t,5i1d,4.464463005966185,12.518747197000796,True,True
1083,1ad9,4fq2,11.20171465146352,17.57074904099875,True,True
1084,3n9g,6oc7,7.156993479392202,9.6317561270399,True,True
1085,3gje,6n32,5.376392806461875,8.273213866493892,True,True
1086,3qos,5drw,6.783976554398239,3.20499469867293,True,True
1087,4fq2,5tfs,13.646667189853536,13.415438599482032,True,True
1088,1ucb,4zd3,3.196920706234849,6.924883206490215,True,True
1089,6srv,6ss5,1.449632758628093,3.352019792393013,False,False
1090,2fgw,7lyw,7.128213159801164,4.116178149671749,True,True
1091,5grv,6wiy,11.751765824760124,5.039733795492177,True,True
1092,4gxv,5tgb,5.60303776772587,10.589287857540109,True,True
1093,3uls,5szf,7.741394163440458,6.690764724156338,True,True
1094,4r26,6o3k,8.839688334084522,12.954262539243452,True,True
1095,6elj,7m1c,10.679923666920565,3.1968920679959445,True,True
1096,3m8o,6rco,6.407966957416662,9.009047678518607,False,True
1097,6y1k,7dun,5.982842737910006,7.3993694517327775,True,True
1098,3eyq,5i1a,1.9196209469783676,2.6439720078018523,True,True
1099,6ca9,6w5d,10.666681294749084,6.292674713044811,True,True
1100,3qrg,7lyv,1.249314570375273,18.45094826083599,True,True
1101,2zkh,3w9d,8.412930256920742,5.052499616546114,True,True
1102,1rhh,7jxc,14.660887326062499,6.21464139938534,True,True
1103,3nab,4npy,8.610039448044068,5.736038067620242,True,True
1104,6meg,6tke,1.8026819212980973,6.248744453138696,True,False
1105,1igm,2ig2,5.2435213932587805,6.23040260428599,True,True
1106,4hk0,4yhl,1.774514583782461,12.266277697062218,True,True
1107,1igm,6n32,2.962243610345248,6.445074910554177,True,True
1108,5f6h,5wkz,5.15633773599599,5.355365767416249,True,True
1109,5f6i,8fab,7.340278966939881,13.234694231036697,True,False
1110,5fuz,5odb,4.434752945926779,10.325116822536845,True,True
1111,5n4j,5u4r,12.462900021789672,5.8189076178866435,True,True
1112,4hh9,5cex,8.18781404454968,9.116762388332411,False,True
1113,4xbp,6qbc,7.970686161844851,7.2068404295566415,True,True
1114,1dfb,5i16,8.817361026336053,2.986127427739495,True,True
1115,1hkl,4jam,10.209825326768573,13.672963334406147,True,True
1116,4zyk,6tke,5.337553927933071,1.6766185518716545,True,False
1117,4zd3,5trp,3.6633573748488386,10.765353631791749,True,True
1118,4d9l,6wyr,4.784701011508582,11.197744638426997,True,True
1119,3tnn,6vpy,4.44915061130879,8.072933524677131,True,True
1120,5y2k,6mtr,4.240915037060104,7.632867390465851,True,True
1121,4zyk,6nis,4.221620666839632,5.3200218007144295,True,True
1122,3hc0,4od3,13.088950567296257,5.7526742202436445,True,True
1123,4hfw,7cu7,3.947661120247342,6.453964804333638,True,True
1124,4lkc,5i8e,11.726573971513377,4.393152620380724,True,True
1125,5dr5,5i18,5.50634062780128,11.333962095649504,True,True
1126,4llv,7fab,8.681234307491216,13.442328747839394,True,True
1127,6w73,6wj0,7.353377200307353,3.9112460767359094,True,True
1128,6rco,7cu7,4.516578889301199,3.9892129438168955,True,True
1129,1om3,5od0,6.100234290454548,6.060094803855254,True,True
1130,4yhl,7mf7,11.273009455664445,13.568042307095737,True,True
1131,2xza,3hc4,4.613385702140972,4.11915924879611,True,True
1132,4nm4,4nwt,7.042314627485767,1.766291358570875,False,True
1133,4jy5,5c2b,6.50909508669648,16.623823030650808,True,True
1134,5itb,6u8c,11.378226448325547,16.89502695798432,True,True
1135,1om3,5grv,6.491694363039976,8.61932970773825,True,True
1136,3kym,5tfs,5.288156080011491,5.749145421818812,True,True
1137,1fh5,1qlr,17.82521749954962,3.2379301867908223,False,False
1138,3ncj,6wos,13.79393676244204,3.29534618284043,True,True
1139,3aaz,5uby,5.076272065791736,12.626681299569173,True,True
1140,4d9l,6nis,3.871955331087576,3.687010038021962,True,True
1141,1jpt,7lsi,2.7699185201731904,3.7898797689071153,True,True
1142,3nab,6pzh,4.268246733236172,5.36987560820577,True,True
1143,4f58,5cck,3.4393020134678127,6.551402020725714,False,True
1144,1hkl,6dzr,6.503564302197104,11.535612418929778,True,True
1145,3eyq,7fab,3.356835813632758,11.384579883774007,True,True
1146,3u1s,3u46,6.003406585014878,7.946394794042684,True,True
1147,6oc7,6xul,8.681190942023738,9.554935815976533,True,True
1148,4jy5,5ik3,9.60961127758298,19.414177730236418,True,True
1149,4npy,4nwt,5.380206598902593,13.319430647346193,True,True
1150,4zyk,5f6i,7.021667219889803,5.892311735871641,True,True
1151,1fh5,5i1a,17.808767043053543,2.0133006831422033,False,True
1152,4r4b,6obz,8.432742524491958,11.664122499121968,True,True
1153,5i15,6qcu,3.2947364027896358,1.0280350629913466,True,True
1154,4jm4,7cu7,16.73686857005366,3.5902667622766042,True,True
1155,4hfw,4nrz,9.130769473153673,4.477694645915653,True,True
1156,3qo1,5wkz,5.490760260855276,12.559272951870327,False,True
1157,1qlr,6q1j,9.374142669132468,6.401949743921951,False,True
1158,5drw,5ibu,3.586014058278617,10.074533186396033,True,True
1159,5ezj,5vz1,3.829304314520214,17.86305826659011,True,True
1160,3tcl,6vi2,5.627819866103792,4.026331917693082,True,True
1161,5adp,6z3k,10.195459601429206,3.732052855771647,True,True
1162,5ibu,7lsb,11.261611889234596,8.547963180773358,True,True
1163,3l7f,6ca7,13.328065430699237,4.122997673751891,True,True
1164,3qhz,4ptt,10.663356776098931,7.821024943630832,True,True
1165,3inu,6xoc,4.768074882584952,15.068593440528993,True,True
1166,4x0k,5v7u,4.129477860740235,2.0375541172890896,True,True
1167,4x0k,5uxq,16.043285138863393,4.4454617264615,True,True
1168,2pr4,5aze,6.527487477846089,15.110937473985215,False,True
1169,4jm4,6wor,17.968229122885205,2.8030442764615335,True,True
1170,6j9o,6phh,4.775078226617078,7.728415689654646,True,True
1171,4xbp,6ca9,7.610120920832172,1.92469983490687,True,True
1172,1wt5,5i1a,3.5439360414679646,11.959211955470504,True,True
1173,2ig2,4nwt,3.094401288769364,10.744929879147001,True,True
1174,3nac,4ub0,2.194110602930177,2.157919402174607,True,True
1175,5bq7,5ihz,5.208084441969763,19.689592470184575,True,True
1176,3l7f,4hqq,3.551376033105425,6.3737022876760285,True,True
1177,6apc,6eyn,4.8431278330260135,8.438037306828688,True,True
1178,1jpt,3f12,5.878379762554688,5.030750333778817,True,True
